"address","location/lat","location/lng","name","numberOfGuests","pricing/rate/amount","pricing/rate/amount_formatted","pricing/rate/currency","pricing/rate/is_micros_accuracy","pricing/rate_type","pricing/rate_with_service_fee/amount","pricing/rate_with_service_fee/amount_formatted","pricing/rate_with_service_fee/currency","pricing/rate_with_service_fee/is_micros_accuracy","roomType","stars","url"
"Paris, Île-de-France, France","48.84837","2.36818","Stylish Duplex 4P - Bastille/Gare de Lyon","4",,,,,,,,,,"Entire rental unit","3.5","https://www.airbnb.com/rooms/53181255"
"Paris, Île-de-France, France","48.854","2.381","Retro Room","2",,,,,,,,,,"Room in boutique hotel","5","https://www.airbnb.com/rooms/21810389"
"Paris, France","48.868","2.354","202 Amazing App BLUE NIGHTS SEBASTOPOL LE MARAIS","4",,,,,,,,,,"Entire condo","4","https://www.airbnb.com/rooms/22324340"
"Paris, Île-de-France, France","48.86632","2.30103","Charming Paris Home with a View","4",,,,,,,,,,"Entire rental unit",,"https://www.airbnb.com/rooms/45857298"
"Paris, Île-de-France, France","48.88592","2.32466","70M2  à 5mns  Montmartre,Moulin Rouge.","4",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/33853067"
"Paris, Île-de-France, France","48.86933","2.32716","Discover Paris in Music with Friends or Family","2",,,,,,,,,,"Room in hotel",,"https://www.airbnb.com/rooms/34492524"
"Paris, Paris province, France","48.864","2.357","RARE - Gorgeous Apartment in the Haut-Marais!","3",,,,,,,,,,"Entire rental unit","4","https://www.airbnb.com/rooms/21609871"
"Paris, Île-de-France, France","48.85222629716682","2.3854985403637676","★ Design apartment in the 11th district","6",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/1203304"
"Paris, Île-de-France, France","48.859","2.279","Tour Eiffel - Nicolo 11: cosy apartment for 3","3",,,,,,,,,,"Entire rental unit","4","https://www.airbnb.com/rooms/41076955"
"Paris, Île-de-France, France","48.84608","2.30322","vue Tour Eiffel  les toits de Paris/CLIMATISE(2pax","4","155","€155","EUR","false","nightly","155","€155","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/24048647"
"Paris, Île-de-France, France","48.85365","2.26656","Eiffel Tower Luxury Penthouse  by Mallet-Stevens","2",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/26739458"
"Paris, Île-de-France, France","48.8233","2.35632","Tolbiac Elegance","4",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/49332597"
"Paris city, Paris province, France","48.864","2.357","RARE - Gorgeous Apartment in the Haut-Marais!","3",,,,,,,,,,"Entire rental unit","4","https://www.airbnb.com/rooms/21609872"
"Paris, Île-de-France, France","48.85538","2.37749","Appart 40m2 & 2 Balcons Vue Tour Eiffel (Voltaire)","2",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/44790079"
"Paris, Île-de-France, France","48.86657","2.33357","⭐️ Little family Cosy Appartement Rue Saint Roch⭐️","5",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/29157783"
"Paris, Île-de-France, France","48.85683","2.36202","Le Favoury, 1BR/1BA, 4 people","4",,,,,,,,,,"Entire rental unit",,"https://www.airbnb.com/rooms/14847013"
"Paris, Île-de-France, France","48.83419","2.36671","Panoramic view on central Paris","5",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/25944004"
"Paris, Île-de-France, France","48.86941","2.30714","Chambre familiale triple","2",,,,,,,,,,"Room in boutique hotel",,"https://www.airbnb.com/rooms/36512791"
"Paris, Île-de-France, France","48.86274","2.35762","E5GG Honey Mustard","3",,,,,,,,,,"Entire rental unit","4","https://www.airbnb.com/rooms/50451960"
"Paris, Île-de-France, France","48.83864","2.3573","Appt atypique et design JARDIN DES PLANTES","5",,,,,,,,,,"Entire rental unit","4.5","https://www.airbnb.com/rooms/44473335"
"Paris, Île-de-France, France","48.85697","2.36063","Le Favoury, 1Br/1Bthr, 4 poeple","4",,,,,,,,,,"Entire rental unit",,"https://www.airbnb.com/rooms/14599268"
"Paris, Île-de-France, France","48.876","2.346","★ Beautiful double room in the heart of Paris","2",,,,,,,,,,"Room in hotel","5","https://www.airbnb.com/rooms/45685344"
"Paris, Île-de-France, France","48.88349","2.33535","Apartment-Private Bathroom","5",,,,,,,,,,"Entire rental unit","4.5","https://www.airbnb.com/rooms/39188135"
"Paris, Île-de-France, France","48.86165","2.3396","[NEW] Charming studio in center of PARIS, LOUVRE","3","116","€116","EUR","false","nightly","116","€116","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/38088437"
"Paris, Île-de-France, France","48.846","2.343","Lovely Small Double Room near Luxembourg Gardens","2",,,,,,,,,,"Room in hotel",,"https://www.airbnb.com/rooms/39718101"
"Paris, Île-de-France, France","48.82977","2.32553","Metro Alesia line 4 - excellent situation 5 people","5",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/39856313"
"Paris, Île-de-France, France","48.87623","2.35685","Sweet apartment for 2 couples or a family","4",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/54025763"
"Paris, Paris province, France","48.864","2.357","Gorgeous studio in the Haut-Marais","3",,,,,,,,,,"Entire rental unit","4","https://www.airbnb.com/rooms/21581153"
"Paris, Île-de-France, France","48.84703","2.31956","Cozy Parisian Flat near Bon Marché","4",,,,,,,,,,"Entire rental unit","4.5","https://www.airbnb.com/rooms/44525738"
" Deuil-la-Barre , Île-de-France, France","48.88172","2.35273","❤15m from Paris Center, Family area, flat for 8","8",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/2365610"
"Paris, Île-de-France, France","48.85165","2.3847","Beautiful sunny apartment 3 bedrooms","5",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/12961597"
"Paris, Île-de-France, France","48.88197","2.34864","Montmartre/Pigalle/Rue des Martyr","4",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/51468827"
"Paris, Île-de-France, France","48.88739","2.34548","Cute 1 Bedroom Flat in Montmartre","4",,,,,,,,,,"Entire rental unit","4.5","https://www.airbnb.com/rooms/11747334"
"Paris, Île-de-France, France","48.86481","2.35568","D4GG White for three","3",,,,,,,,,,"Entire rental unit","4","https://www.airbnb.com/rooms/50451956"
"Paris, Île-de-France, France","48.86834","2.39805","Rare in Paris: cocoon flat of 70 m2 terrace","6",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/51386026"
"Paris, Île-de-France, France","48.87155","2.35846","4 bedrooms 125 sqm flat near Canal Saint-Martin","7",,,,,,,,,,"Entire rental unit","4.5","https://www.airbnb.com/rooms/15781428"
"Paris, Île-de-France, France","48.877","2.294","Single Room, Star Champs Elysées","1",,,,,,,,,,"Room in boutique hotel",,"https://www.airbnb.com/rooms/42697877"
"Paris, Île-de-France, France","48.87608","2.36871","Lovely two bedroom Paris 10th Canal St Martin","4","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/41038421"
"Paris, Île-de-France, France","48.88993","2.34548","Apartment Montmartre Custine","5",,,,,,,,,,"Entire rental unit","4.5","https://www.airbnb.com/rooms/50866895"
"Paris, Île-de-France, France","48.87069","2.34668","Sentier - T3 60m2 - cuisine ouverte - rue piétonne","4",,,,,,,,,,"Entire rental unit",,"https://www.airbnb.com/rooms/46742411"
"Neuilly-sur-Seine, Île-de-France, France","48.88113","2.27094","Modern flat with plenty public transport around  !","4","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/16840264"
"Paris, Île-de-France, France","48.88282","2.33746","So parisian ! Sunny 4 Br appt in Montmartre","8","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/328271"
"Paris, France","48.88913","2.34624","Montmartre, apartment in the sky,","3",,,,,,,,,,"Entire rental unit","5","https://www.airbnb.com/rooms/10066800"
"Paris, Île-de-France, France","48.82861","2.36706","Appartement cosy Paris 13 avec balcon et parking","6","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/33817532"
"Paris, Île-de-France, France","48.84337","2.40513","GuestReady - Spacious Flat for 4 near Bastille","4","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/39402237"
"Paris, Île-de-France, France","48.84561","2.30215","Elégant  110 m2 à deux pas  Ecole Militaire","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/1468412"
"Paris, Île-de-France, France","48.845","2.352","Triple Room center of Paris |  Hotel Des Nations","3","191","€191","EUR","false","nightly","191","€191","EUR","false","Room in hotel","5","https://www.airbnb.com/rooms/52786871"
"Paris, Île-de-France, France","48.887","2.314","Romantic Balcony Room for 2 free BKFST in 4* Hotel","2","189","€189","EUR","false","nightly","189","€189","EUR","false","Room in boutique hotel",,"https://www.airbnb.com/rooms/39906632"
"Paris, Île-de-France, France","48.82537","2.3748","Amazing 2BR - Bibliothèque François Mitterrand","7","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","3.5","https://www.airbnb.com/rooms/53854154"
"Paris, Île-de-France, France","48.86773","2.28168","Quiet, bright and congenial flat near Eiffel tower","2","191","€191","EUR","false","nightly","191","€191","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/22027063"
"Paris, Île-de-France, France","48.84613","2.37506","Apt in Bastille area, along the Green promenade","4","188","€188","EUR","false","nightly","188","€188","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/35474738"
"Paris, Île-de-France, France","48.869","2.368","Nice Room with 2 single beds","2","192","€192","EUR","false","nightly","192","€192","EUR","false","Room in boutique hotel","5","https://www.airbnb.com/rooms/35144208"
"Paris, Île-de-France, France","48.844","2.316","Hotel 15 Montparnasse **** Twin superior room","2","188","€188","EUR","false","nightly","188","€188","EUR","false","Room in hotel",,"https://www.airbnb.com/rooms/38201218"
"Paris, Île-de-France, France","48.869","2.368","Nice Room for 2 people","2","192","€192","EUR","false","nightly","192","€192","EUR","false","Room in boutique hotel","5","https://www.airbnb.com/rooms/35144204"
"Paris, Île-de-France, France","48.88536","2.30917","B 2065 -  Arc de Triomphe - Appartement familial","5","187","€187","EUR","false","nightly","187","€187","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/52099226"
"Paris, Île-de-France, France","48.843","2.283","Big&Cozy flat near Eiffel Tower and La Seine","4","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/45662867"
"Paris, Île-de-France, France","48.85971","2.35322","50m-squares in very centre of Paris","2","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/623042"
"Paris, Île-de-France, France","48.868","2.289","Hotel Pastel, Discovery Single Room","1","188","€188","EUR","false","nightly","188","€188","EUR","false","Room in hotel",,"https://www.airbnb.com/rooms/37628861"
"Paris, Île-de-France, France","48.84138","2.36132","Bright apartment overlooking the Garden of Plants","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/34145017"
"Paris, Île-de-France, France","48.8451","2.38485","Citadines Bastille Gare de Lyon Paris, 1-Br Apt","4","189","€189","EUR","false","nightly","189","€189","EUR","false","Room in aparthotel","4.5","https://www.airbnb.com/rooms/43849403"
"Paris, Île-de-France, France","48.87194","2.39407","Appartement/loft au calme dans une cour arborée.","5","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire loft","5","https://www.airbnb.com/rooms/9244929"
"Paris, Île-de-France, France","48.85329","2.31268","1 mn Invalides - near Eiffeil Tower","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/3581228"
"Paris, Île-de-France, France","48.88079","2.30348","COZY ROOM in the center of the Plaine Monceau","4","189","€189","EUR","false","nightly","189","€189","EUR","false","Room in boutique hotel","5","https://www.airbnb.com/rooms/16673022"
"Paris, Île-de-France, France","48.85349","2.30969","Discover Central Paris from Your Artsy Private Suite","3","192","€192","EUR","false","nightly","192","€192","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/33633121"
"Paris, Île-de-France, France","48.844","2.316","Superior double room Hotel 15 Montparnasse ****","2","188","€188","EUR","false","nightly","188","€188","EUR","false","Room in hotel","5","https://www.airbnb.com/rooms/35364642"
"Paris, Île-de-France Region, France","48.889","2.35","Family Play - Trendy room","4","192","€192","EUR","false","nightly","192","€192","EUR","false","Room in boutique hotel","5","https://www.airbnb.com/rooms/30952423"
"Boulogne-Billancourt, Île-de-France, France","48.84209","2.23903","Amazing designed duplex, close Roland-Garros","4","187","€187","EUR","false","nightly","187","€187","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/53104278"
"Paris, Île-de-France, France","48.85554","2.35891","Le Marais-St Paul","4","189","€189","EUR","false","nightly","189","€189","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/1014961"
"Paris, Île-de-France, France","48.87423","2.34377","Appartement spacieux et classique","4","190","€190","EUR","false","nightly","190","€190","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/36189509"
